id,uid,text
0,0,ca057d76-a744-11ea-a275-149d997bb0cb
1,0,ca057f7e-a744-11ea-a275-149d997bb0cb
2,0,ca057fba-a744-11ea-a275-149d997bb0cb
3,0,ca057fe2-a744-11ea-a275-149d997bb0cb
4,0,ca05800a-a744-11ea-a275-149d997bb0cb
5,0,ca058028-a744-11ea-a275-149d997bb0cb
6,0,ca058050-a744-11ea-a275-149d997bb0cb
7,0,ca058078-a744-11ea-a275-149d997bb0cb
8,1,ca0580e6-a744-11ea-a275-149d997bb0cb
9,1,ca05810e-a744-11ea-a275-149d997bb0cb
10,1,ca05812c-a744-11ea-a275-149d997bb0cb
11,1,ca05814a-a744-11ea-a275-149d997bb0cb
12,1,ca058168-a744-11ea-a275-149d997bb0cb
13,1,ca058190-a744-11ea-a275-149d997bb0cb
14,2,ca0581d6-a744-11ea-a275-149d997bb0cb
15,3,ca05821c-a744-11ea-a275-149d997bb0cb
16,3,ca05823a-a744-11ea-a275-149d997bb0cb
17,3,ca058258-a744-11ea-a275-149d997bb0cb
18,4,ca05829e-a744-11ea-a275-149d997bb0cb
19,4,ca0582bc-a744-11ea-a275-149d997bb0cb
20,4,ca0582da-a744-11ea-a275-149d997bb0cb
21,4,ca058302-a744-11ea-a275-149d997bb0cb
22,4,ca058320-a744-11ea-a275-149d997bb0cb
23,5,ca058366-a744-11ea-a275-149d997bb0cb
24,5,ca05838e-a744-11ea-a275-149d997bb0cb
25,5,ca0583ac-a744-11ea-a275-149d997bb0cb
26,5,ca0583d4-a744-11ea-a275-149d997bb0cb
27,5,ca0583f2-a744-11ea-a275-149d997bb0cb
28,5,ca058410-a744-11ea-a275-149d997bb0cb
29,6,ca058456-a744-11ea-a275-149d997bb0cb
30,6,ca058474-a744-11ea-a275-149d997bb0cb
31,6,ca0585b4-a744-11ea-a275-149d997bb0cb
32,6,ca0585f0-a744-11ea-a275-149d997bb0cb
33,6,ca058618-a744-11ea-a275-149d997bb0cb
34,6,ca058636-a744-11ea-a275-149d997bb0cb
35,6,ca058654-a744-11ea-a275-149d997bb0cb
36,6,ca05869a-a744-11ea-a275-149d997bb0cb
37,7,ca0588c0-a744-11ea-a275-149d997bb0cb
38,7,ca058906-a744-11ea-a275-149d997bb0cb
39,7,ca058938-a744-11ea-a275-149d997bb0cb
40,8,ca0589a6-a744-11ea-a275-149d997bb0cb
41,8,ca0589ce-a744-11ea-a275-149d997bb0cb
42,8,ca058a0a-a744-11ea-a275-149d997bb0cb
43,8,ca058a32-a744-11ea-a275-149d997bb0cb
44,8,ca058a50-a744-11ea-a275-149d997bb0cb
45,8,ca058a6e-a744-11ea-a275-149d997bb0cb
46,9,ca058adc-a744-11ea-a275-149d997bb0cb
47,9,ca058bcc-a744-11ea-a275-149d997bb0cb
48,9,ca058cda-a744-11ea-a275-149d997bb0cb
49,9,ca058cf8-a744-11ea-a275-149d997bb0cb
50,9,ca058d16-a744-11ea-a275-149d997bb0cb
51,10,ca058d5c-a744-11ea-a275-149d997bb0cb
52,10,ca058d84-a744-11ea-a275-149d997bb0cb
53,10,ca058da2-a744-11ea-a275-149d997bb0cb
54,10,ca058dca-a744-11ea-a275-149d997bb0cb
55,10,ca058de8-a744-11ea-a275-149d997bb0cb
56,11,ca058e2e-a744-11ea-a275-149d997bb0cb
57,12,ca058e74-a744-11ea-a275-149d997bb0cb
58,13,ca058eba-a744-11ea-a275-149d997bb0cb
59,13,ca058f00-a744-11ea-a275-149d997bb0cb
60,13,ca058f3c-a744-11ea-a275-149d997bb0cb
61,14,ca05902c-a744-11ea-a275-149d997bb0cb
62,14,ca059054-a744-11ea-a275-149d997bb0cb
63,14,ca059072-a744-11ea-a275-149d997bb0cb
64,14,ca059090-a744-11ea-a275-149d997bb0cb
65,14,ca0590ae-a744-11ea-a275-149d997bb0cb
66,14,ca0590cc-a744-11ea-a275-149d997bb0cb
67,14,ca0590ea-a744-11ea-a275-149d997bb0cb
68,14,ca059112-a744-11ea-a275-149d997bb0cb
69,14,ca059130-a744-11ea-a275-149d997bb0cb
70,14,ca05914e-a744-11ea-a275-149d997bb0cb
71,15,ca059194-a744-11ea-a275-149d997bb0cb
72,16,ca0592b6-a744-11ea-a275-149d997bb0cb
73,16,ca0592de-a744-11ea-a275-149d997bb0cb
74,16,ca05931a-a744-11ea-a275-149d997bb0cb
75,16,ca0595a4-a744-11ea-a275-149d997bb0cb
76,16,ca0595ea-a744-11ea-a275-149d997bb0cb
77,16,ca059658-a744-11ea-a275-149d997bb0cb
78,16,ca059680-a744-11ea-a275-149d997bb0cb
79,16,ca05969e-a744-11ea-a275-149d997bb0cb
80,16,ca05987e-a744-11ea-a275-149d997bb0cb
81,16,ca0598a6-a744-11ea-a275-149d997bb0cb
82,17,ca05993c-a744-11ea-a275-149d997bb0cb
83,17,ca059964-a744-11ea-a275-149d997bb0cb
84,19,ca0599d2-a744-11ea-a275-149d997bb0cb
85,19,ca0599f0-a744-11ea-a275-149d997bb0cb
86,20,ca059a36-a744-11ea-a275-149d997bb0cb
87,20,ca059a5e-a744-11ea-a275-149d997bb0cb
88,20,ca059a90-a744-11ea-a275-149d997bb0cb
89,20,ca059ab8-a744-11ea-a275-149d997bb0cb
90,20,ca059b80-a744-11ea-a275-149d997bb0cb
91,20,ca059b9e-a744-11ea-a275-149d997bb0cb
92,20,ca059bc6-a744-11ea-a275-149d997bb0cb
93,20,ca059be4-a744-11ea-a275-149d997bb0cb
94,21,ca059c20-a744-11ea-a275-149d997bb0cb
95,21,ca059c48-a744-11ea-a275-149d997bb0cb
96,22,ca059c84-a744-11ea-a275-149d997bb0cb
97,23,ca059cde-a744-11ea-a275-149d997bb0cb
98,23,ca059d06-a744-11ea-a275-149d997bb0cb
99,23,ca059d24-a744-11ea-a275-149d997bb0cb
100,23,ca059d42-a744-11ea-a275-149d997bb0cb
101,23,ca059d60-a744-11ea-a275-149d997bb0cb
102,23,ca059d7e-a744-11ea-a275-149d997bb0cb
103,23,ca059d9c-a744-11ea-a275-149d997bb0cb
104,23,ca059dc4-a744-11ea-a275-149d997bb0cb
105,23,ca059de2-a744-11ea-a275-149d997bb0cb
106,23,ca059e00-a744-11ea-a275-149d997bb0cb
107,24,ca059f2c-a744-11ea-a275-149d997bb0cb
108,24,ca059f54-a744-11ea-a275-149d997bb0cb
109,24,ca059f72-a744-11ea-a275-149d997bb0cb
110,24,ca059f90-a744-11ea-a275-149d997bb0cb
111,24,ca059fae-a744-11ea-a275-149d997bb0cb
112,25,ca059ff4-a744-11ea-a275-149d997bb0cb
113,25,ca05a0bc-a744-11ea-a275-149d997bb0cb
114,25,ca05a0da-a744-11ea-a275-149d997bb0cb
115,25,ca05a0f8-a744-11ea-a275-149d997bb0cb
116,25,ca05a12a-a744-11ea-a275-149d997bb0cb
117,25,ca05a15c-a744-11ea-a275-149d997bb0cb
118,25,ca05a17a-a744-11ea-a275-149d997bb0cb
119,25,ca05a198-a744-11ea-a275-149d997bb0cb
120,25,ca05a1b6-a744-11ea-a275-149d997bb0cb
121,26,ca05a206-a744-11ea-a275-149d997bb0cb
122,26,ca05a224-a744-11ea-a275-149d997bb0cb
123,26,ca05a242-a744-11ea-a275-149d997bb0cb
124,26,ca05a26a-a744-11ea-a275-149d997bb0cb
125,27,ca05a2a6-a744-11ea-a275-149d997bb0cb
126,27,ca05a2c4-a744-11ea-a275-149d997bb0cb
127,27,ca05a2f6-a744-11ea-a275-149d997bb0cb
128,27,ca05a314-a744-11ea-a275-149d997bb0cb
129,27,ca05a332-a744-11ea-a275-149d997bb0cb
130,28,ca05a378-a744-11ea-a275-149d997bb0cb
131,28,ca05a3aa-a744-11ea-a275-149d997bb0cb
132,28,ca05a3c8-a744-11ea-a275-149d997bb0cb
133,28,ca05a4fe-a744-11ea-a275-149d997bb0cb
134,28,ca05a53a-a744-11ea-a275-149d997bb0cb
135,28,ca05a576-a744-11ea-a275-149d997bb0cb
136,29,ca05a5d0-a744-11ea-a275-149d997bb0cb
137,29,ca05a706-a744-11ea-a275-149d997bb0cb
138,29,ca05a724-a744-11ea-a275-149d997bb0cb
139,30,ca05a76a-a744-11ea-a275-149d997bb0cb
140,30,ca05a788-a744-11ea-a275-149d997bb0cb
141,30,ca05a7b0-a744-11ea-a275-149d997bb0cb
142,30,ca05a7ce-a744-11ea-a275-149d997bb0cb
143,30,ca05a7ec-a744-11ea-a275-149d997bb0cb
144,31,ca05a832-a744-11ea-a275-149d997bb0cb
145,31,ca05a850-a744-11ea-a275-149d997bb0cb
146,31,ca05a86e-a744-11ea-a275-149d997bb0cb
147,32,ca05a8aa-a744-11ea-a275-149d997bb0cb
148,32,ca05a8d2-a744-11ea-a275-149d997bb0cb
149,32,ca05a8fa-a744-11ea-a275-149d997bb0cb
150,32,ca05a9a4-a744-11ea-a275-149d997bb0cb
151,32,ca05aa4e-a744-11ea-a275-149d997bb0cb
152,33,ca05ab02-a744-11ea-a275-149d997bb0cb
153,33,ca05ab5c-a744-11ea-a275-149d997bb0cb
154,33,ca05ab98-a744-11ea-a275-149d997bb0cb
155,33,ca05ac06-a744-11ea-a275-149d997bb0cb
156,33,ca05ac42-a744-11ea-a275-149d997bb0cb
157,33,ca05ac74-a744-11ea-a275-149d997bb0cb
158,33,ca05ad78-a744-11ea-a275-149d997bb0cb
159,33,ca05addc-a744-11ea-a275-149d997bb0cb
160,34,ca05ae54-a744-11ea-a275-149d997bb0cb
161,34,ca05ae9a-a744-11ea-a275-149d997bb0cb
162,34,ca05aed6-a744-11ea-a275-149d997bb0cb
163,34,ca05af12-a744-11ea-a275-149d997bb0cb
164,35,ca05b034-a744-11ea-a275-149d997bb0cb
165,35,ca05b0ca-a744-11ea-a275-149d997bb0cb
166,35,ca05b106-a744-11ea-a275-149d997bb0cb
167,35,ca05b12e-a744-11ea-a275-149d997bb0cb
168,35,ca05b14c-a744-11ea-a275-149d997bb0cb
169,35,ca05b174-a744-11ea-a275-149d997bb0cb
170,35,ca05b192-a744-11ea-a275-149d997bb0cb
171,35,ca05b1ba-a744-11ea-a275-149d997bb0cb
172,35,ca05b1d8-a744-11ea-a275-149d997bb0cb
173,36,ca05b26e-a744-11ea-a275-149d997bb0cb
174,36,ca05b2aa-a744-11ea-a275-149d997bb0cb
175,36,ca05b2dc-a744-11ea-a275-149d997bb0cb
176,36,ca05b2fa-a744-11ea-a275-149d997bb0cb
177,36,ca05b318-a744-11ea-a275-149d997bb0cb
178,36,ca05b340-a744-11ea-a275-149d997bb0cb
179,36,ca05b35e-a744-11ea-a275-149d997bb0cb
180,36,ca05b37c-a744-11ea-a275-149d997bb0cb
181,37,ca05b3c2-a744-11ea-a275-149d997bb0cb
182,37,ca05b3ea-a744-11ea-a275-149d997bb0cb
183,37,ca05b408-a744-11ea-a275-149d997bb0cb
184,37,ca05b426-a744-11ea-a275-149d997bb0cb
185,37,ca05b444-a744-11ea-a275-149d997bb0cb
186,37,ca05b462-a744-11ea-a275-149d997bb0cb
187,37,ca05b48a-a744-11ea-a275-149d997bb0cb
188,37,ca05b4a8-a744-11ea-a275-149d997bb0cb
189,37,ca05b4c6-a744-11ea-a275-149d997bb0cb
190,37,ca05b4e4-a744-11ea-a275-149d997bb0cb
191,38,ca05b52a-a744-11ea-a275-149d997bb0cb
192,38,ca05b548-a744-11ea-a275-149d997bb0cb
193,38,ca05b566-a744-11ea-a275-149d997bb0cb
194,38,ca05b584-a744-11ea-a275-149d997bb0cb
195,38,ca05b5ac-a744-11ea-a275-149d997bb0cb
196,38,ca05b5d4-a744-11ea-a275-149d997bb0cb
197,39,ca05b61a-a744-11ea-a275-149d997bb0cb
198,39,ca05b638-a744-11ea-a275-149d997bb0cb
199,39,ca05b656-a744-11ea-a275-149d997bb0cb
200,39,ca05b688-a744-11ea-a275-149d997bb0cb
201,39,ca05b6b0-a744-11ea-a275-149d997bb0cb
202,39,ca05b6ce-a744-11ea-a275-149d997bb0cb
203,39,ca05b6ec-a744-11ea-a275-149d997bb0cb
204,39,ca05b70a-a744-11ea-a275-149d997bb0cb
205,39,ca05b728-a744-11ea-a275-149d997bb0cb
206,40,ca05b76e-a744-11ea-a275-149d997bb0cb
207,40,ca05b78c-a744-11ea-a275-149d997bb0cb
208,40,ca05b7aa-a744-11ea-a275-149d997bb0cb
209,40,ca05b7d2-a744-11ea-a275-149d997bb0cb
210,40,ca05b7f0-a744-11ea-a275-149d997bb0cb
211,40,ca05b80e-a744-11ea-a275-149d997bb0cb
212,40,ca05b82c-a744-11ea-a275-149d997bb0cb
213,41,ca05b872-a744-11ea-a275-149d997bb0cb
214,41,ca05b890-a744-11ea-a275-149d997bb0cb
215,41,ca05b8ae-a744-11ea-a275-149d997bb0cb
216,41,ca05b8e0-a744-11ea-a275-149d997bb0cb
217,41,ca05b912-a744-11ea-a275-149d997bb0cb
218,41,ca05b930-a744-11ea-a275-149d997bb0cb
219,41,ca05b94e-a744-11ea-a275-149d997bb0cb
220,41,ca05b96c-a744-11ea-a275-149d997bb0cb
221,42,ca05b9b2-a744-11ea-a275-149d997bb0cb
222,42,ca05b9d0-a744-11ea-a275-149d997bb0cb
223,44,ca05ba34-a744-11ea-a275-149d997bb0cb
224,44,ca05ba52-a744-11ea-a275-149d997bb0cb
225,44,ca05ba7a-a744-11ea-a275-149d997bb0cb
226,45,ca05bab6-a744-11ea-a275-149d997bb0cb
227,45,ca05bad4-a744-11ea-a275-149d997bb0cb
228,45,ca05bafc-a744-11ea-a275-149d997bb0cb
229,46,ca05bb38-a744-11ea-a275-149d997bb0cb
230,46,ca05bb56-a744-11ea-a275-149d997bb0cb
231,47,ca05bb9c-a744-11ea-a275-149d997bb0cb
232,47,ca05bbba-a744-11ea-a275-149d997bb0cb
233,48,ca05bc00-a744-11ea-a275-149d997bb0cb
234,48,ca05bc1e-a744-11ea-a275-149d997bb0cb
235,48,ca05bc46-a744-11ea-a275-149d997bb0cb
236,48,ca05bc64-a744-11ea-a275-149d997bb0cb
237,48,ca05bc82-a744-11ea-a275-149d997bb0cb
238,48,ca05bca0-a744-11ea-a275-149d997bb0cb
239,48,ca05bcbe-a744-11ea-a275-149d997bb0cb
240,49,ca05bcfa-a744-11ea-a275-149d997bb0cb
241,49,ca05bd22-a744-11ea-a275-149d997bb0cb
242,49,ca05bd54-a744-11ea-a275-149d997bb0cb
243,49,ca05bd72-a744-11ea-a275-149d997bb0cb
244,49,ca05bd90-a744-11ea-a275-149d997bb0cb
245,49,ca05bdae-a744-11ea-a275-149d997bb0cb
246,49,ca05bdcc-a744-11ea-a275-149d997bb0cb
